#Kbase_ID	Type	Strand	Start	End	Function
	source	plus	1	4007882	
Bacterial_genome_Nanuq_01May2018.CDS.2964	gene	minus	2630714	2633497	Penicillin-binding protein 1A/1B @ Multimodular transpeptidase-transglycosylase
Bacterial_genome_Nanuq_01May2018.CDS.2965	gene	minus	2633536	2634144	RecU Holliday junction resolvase
Bacterial_genome_Nanuq_01May2018.CDS.2967	gene	minus	2635192	2635326	
Bacterial_genome_Nanuq_01May2018.CDS.2970	gene	minus	2636200	2636382	unknown
Bacterial_genome_Nanuq_01May2018.CDS.2972	gene	minus	2637023	2637445	
Bacterial_genome_Nanuq_01May2018.CDS.2982	gene	minus	2644997	2645149	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.2990	gene	minus	2651404	2652003	
Bacterial_genome_Nanuq_01May2018.CDS.2991	gene	minus	2652206	2652367	
Bacterial_genome_Nanuq_01May2018.CDS.2992	gene	minus	2652445	2652597	
Bacterial_genome_Nanuq_01May2018.CDS.2993	gene	minus	2652733	2652846	
Bacterial_genome_Nanuq_01May2018.CDS.2994	gene	minus	2652960	2653340	transcriptional regulator, Cro/CI family
Bacterial_genome_Nanuq_01May2018.CDS.3011	gene	minus	2661330	2661530	
Bacterial_genome_Nanuq_01May2018.CDS.3056	gene	minus	2691686	2692180	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3062	gene	minus	2694779	2694916	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)
Bacterial_genome_Nanuq_01May2018.CDS.3063	gene	minus	2695169	2695444	
Bacterial_genome_Nanuq_01May2018.CDS.3065	gene	minus	2696565	2696798	
Bacterial_genome_Nanuq_01May2018.CDS.3066	gene	minus	2696933	2697133	
Bacterial_genome_Nanuq_01May2018.CDS.3067	gene	minus	2697478	2697741	
Bacterial_genome_Nanuq_01May2018.CDS.3069	gene	minus	2698300	2698908	GCN5-related N-acetyltransferase
Bacterial_genome_Nanuq_01May2018.CDS.3081	gene	minus	2706142	2706270	
Bacterial_genome_Nanuq_01May2018.CDS.3082	gene	minus	2706322	2706717	Ribonuclease HI, Bacillus nonfunctional homolog
Bacterial_genome_Nanuq_01May2018.CDS.3083	gene	minus	2706721	2707401	Putative preQ0 transporter
Bacterial_genome_Nanuq_01May2018.CDS.3086	gene	minus	2708366	2708623	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3088	gene	minus	2709019	2709219	Cold shock protein CspB
Bacterial_genome_Nanuq_01May2018.CDS.3089	gene	minus	2709440	2709946	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)
Bacterial_genome_Nanuq_01May2018.CDS.3090	gene	minus	2709940	2710581	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)
Bacterial_genome_Nanuq_01May2018.CDS.3091	gene	minus	2710806	2711714	Homoserine O-succinyltransferase (EC 2.3.1.46)
Bacterial_genome_Nanuq_01May2018.CDS.3105	gene	minus	2720479	2721117	FIG01964566: Predicted membrane protein, hemolysin III homolog
Bacterial_genome_Nanuq_01May2018.CDS.3106	gene	minus	2721134	2722126	Nitrogen regulation protein NtrC
Bacterial_genome_Nanuq_01May2018.CDS.3113	gene	minus	2726058	2726483	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.3116	gene	minus	2727585	2728193	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3117	gene	minus	2728398	2729900	site-specific recombinase
Bacterial_genome_Nanuq_01May2018.CDS.3130	gene	minus	2736678	2736848	FIG01245416: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3131	gene	minus	2736930	2737697	FIG01245416: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3133	gene	minus	2738023	2738205	
Bacterial_genome_Nanuq_01May2018.CDS.3134	gene	minus	2738195	2739331	response regulator aspartate phosphatase
Bacterial_genome_Nanuq_01May2018.CDS.3136	gene	minus	2740380	2740754	
Bacterial_genome_Nanuq_01May2018.CDS.3138	gene	minus	2741969	2742433	
Bacterial_genome_Nanuq_01May2018.CDS.3139	gene	minus	2742761	2743033	ATP-dependent DNA ligase (EC 6.5.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.3140	gene	minus	2743264	2743785	
Bacterial_genome_Nanuq_01May2018.CDS.3141	gene	minus	2743860	2744288	
Bacterial_genome_Nanuq_01May2018.CDS.3142	gene	minus	2745034	2745267	
Bacterial_genome_Nanuq_01May2018.CDS.3144	gene	minus	2745790	2745933	
Bacterial_genome_Nanuq_01May2018.CDS.3145	gene	minus	2746402	2746827	UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3148	gene	minus	2748343	2749131	involved in maturation of the outermost layer of the spore
Bacterial_genome_Nanuq_01May2018.CDS.3149	gene	minus	2749134	2749298	involved in maturation of the outermost layer of the spore
Bacterial_genome_Nanuq_01May2018.CDS.3150	gene	minus	2749305	2749736	involved in maturation of the outermost layer of the spore
Bacterial_genome_Nanuq_01May2018.CDS.3167	gene	minus	2761703	2761843	
Bacterial_genome_Nanuq_01May2018.CDS.3171	gene	minus	2763258	2763422	
Bacterial_genome_Nanuq_01May2018.CDS.3174	gene	minus	2765164	2765418	
Bacterial_genome_Nanuq_01May2018.CDS.3175	gene	minus	2765511	2766212	Putative methyltransferase YodH
Bacterial_genome_Nanuq_01May2018.CDS.3178	gene	minus	2767821	2768546	Transcriptional regulator, GntR family
Bacterial_genome_Nanuq_01May2018.CDS.3182	gene	minus	2771898	2773388	Na+/solute symporter
Bacterial_genome_Nanuq_01May2018.CDS.3183	gene	minus	2773388	2773588	YhjC
Bacterial_genome_Nanuq_01May2018.CDS.3186	gene	minus	2775345	2775953	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
Bacterial_genome_Nanuq_01May2018.CDS.3188	gene	minus	2776464	2776829	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3189	gene	minus	2776887	2777276	Probable tautomerase yrdN (EC 5.3.2.-)
Bacterial_genome_Nanuq_01May2018.CDS.3191	gene	minus	2777751	2778215	FIG01229766: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3197	gene	minus	2780612	2781460	RsbR, positive regulator of sigma-B
Bacterial_genome_Nanuq_01May2018.CDS.3198	gene	minus	2781474	2782835	Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps
Bacterial_genome_Nanuq_01May2018.CDS.3199	gene	minus	2782910	2783065	
Bacterial_genome_Nanuq_01May2018.CDS.3210	gene	minus	2795365	2796333	Sodium-dependent transporter
Bacterial_genome_Nanuq_01May2018.CDS.3213	gene	minus	2797914	2798759	Superoxide dismutase [Fe] (EC 1.15.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.3214	gene	minus	2798756	2800639	Squalene--hopene cyclase (EC 5.4.99.-)
Bacterial_genome_Nanuq_01May2018.CDS.3215	gene	minus	2800736	2801467	Aldehyde dehydrogenase (EC 1.2.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.3216	gene	minus	2801434	2802222	Aldehyde dehydrogenase (EC 1.2.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.3220	gene	minus	2803496	2803729	FIG01232811: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3221	gene	minus	2803726	2803998	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3223	gene	minus	2804538	2804771	FIG01233217: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3233	gene	minus	2810563	2811540	Microcin C7 self-immunity protein mccF
Bacterial_genome_Nanuq_01May2018.CDS.3234	gene	minus	2811605	2811781	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3235	gene	minus	2811778	2812101	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3239	gene	minus	2813888	2814487	Pneumococcal vaccine antigen A homolog
Bacterial_genome_Nanuq_01May2018.CDS.3241	gene	minus	2815041	2815562	Protein csk22
Bacterial_genome_Nanuq_01May2018.CDS.3246	gene	minus	2818832	2819188	Transcriptional regulator, HxlR family
Bacterial_genome_Nanuq_01May2018.CDS.3248	gene	minus	2820495	2820776	
Bacterial_genome_Nanuq_01May2018.CDS.3249	gene	minus	2820769	2821347	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.3251	gene	minus	2821902	2822060	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3252	gene	minus	2822074	2822268	Anaerobic dehydrogenases, typically selenocysteine-containing
Bacterial_genome_Nanuq_01May2018.CDS.3253	gene	minus	2822409	2824136	Anaerobic dehydrogenases, typically selenocysteine-containing
Bacterial_genome_Nanuq_01May2018.CDS.3257	gene	minus	2828296	2828514	FIG01238402: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3258	gene	minus	2828538	2829056	FIG01238402: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3259	gene	minus	2829122	2829427	FIG01235503: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3264	gene	minus	2833155	2834066	GltC, transcription activator of glutamate synthase operon
Bacterial_genome_Nanuq_01May2018.CDS.3268	gene	minus	2840635	2841615	Alcohol dehydrogenase (EC 1.1.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.3273	gene	minus	2844599	2846374	Gamma-glutamyltranspeptidase (EC 2.3.2.2)
Bacterial_genome_Nanuq_01May2018.CDS.3277	gene	minus	2847980	2849092	Phage integrase
Bacterial_genome_Nanuq_01May2018.CDS.3280	gene	minus	2850863	2851261	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3309	gene	minus	2862840	2862953	
Bacterial_genome_Nanuq_01May2018.CDS.3339	gene	minus	2884669	2885187	
Bacterial_genome_Nanuq_01May2018.CDS.3340	gene	minus	2885256	2885411	
Bacterial_genome_Nanuq_01May2018.CDS.3341	gene	minus	2885655	2886041	
Bacterial_genome_Nanuq_01May2018.CDS.3342	gene	minus	2886057	2887883	YeeF
Bacterial_genome_Nanuq_01May2018.CDS.3343	gene	minus	2888226	2888768	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3372	gene	minus	2941073	2941663	DedA family protein
Bacterial_genome_Nanuq_01May2018.CDS.3373	gene	minus	2941738	2942634	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
Bacterial_genome_Nanuq_01May2018.CDS.3374	gene	minus	2942637	2943044	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3404	gene	minus	2996739	2997050	FIG01248944: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3409	gene	minus	2999992	3000123	
Bacterial_genome_Nanuq_01May2018.CDS.3410	gene	minus	3000201	3000329	
Bacterial_genome_Nanuq_01May2018.CDS.3411	gene	minus	3000387	3002015	membrane protein
Bacterial_genome_Nanuq_01May2018.CDS.3412	gene	minus	3002009	3002617	FIG01244666: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3413	gene	minus	3002614	3003429	FIG01232947: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3414	gene	minus	3003548	3003931	Hexuronate transporter
Bacterial_genome_Nanuq_01May2018.CDS.3415	gene	minus	3003998	3004999	Hexuronate utilization operon transcriptional repressor ExuR
Bacterial_genome_Nanuq_01May2018.CDS.3416	gene	minus	3005083	3005475	D-mannonate oxidoreductase (EC 1.1.1.57)
Bacterial_genome_Nanuq_01May2018.CDS.3417	gene	minus	3005472	3005918	D-mannonate oxidoreductase (EC 1.1.1.57)
Bacterial_genome_Nanuq_01May2018.CDS.3418	gene	minus	3005915	3006991	Mannonate dehydratase (EC 4.2.1.8)
Bacterial_genome_Nanuq_01May2018.CDS.3419	gene	minus	3006993	3007628	4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)
Bacterial_genome_Nanuq_01May2018.CDS.3420	gene	minus	3007770	3008660	Oxidoreductase, zinc-binding dehydrogenase family (EC 1.1.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3421	gene	minus	3008690	3009646	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)
Bacterial_genome_Nanuq_01May2018.CDS.3422	gene	minus	3009850	3011268	amino acid carrier protein
Bacterial_genome_Nanuq_01May2018.CDS.3425	gene	minus	3012199	3014001	Topoisomerase IV subunit A (EC 5.99.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3426	gene	minus	3014060	3014620	Topoisomerase IV subunit A (EC 5.99.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3427	gene	minus	3014623	3016590	Topoisomerase IV subunit B (EC 5.99.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3428	gene	minus	3017014	3017421	CoA-binding domain protein
Bacterial_genome_Nanuq_01May2018.CDS.3431	gene	minus	3018562	3018744	FIG01227614: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3432	gene	minus	3018786	3019265	4-hydroxybenzoyl-CoA thioesterase family active site
Bacterial_genome_Nanuq_01May2018.CDS.3433	gene	minus	3019378	3019620	Thioredoxin related protein
Bacterial_genome_Nanuq_01May2018.CDS.3434	gene	minus	3019645	3019791	
Bacterial_genome_Nanuq_01May2018.CDS.3435	gene	minus	3019855	3020016	FIG01225314: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3436	gene	minus	3020081	3020326	Thiol:disulfide oxidoreductase related to ResA
Bacterial_genome_Nanuq_01May2018.CDS.3437	gene	minus	3020287	3020565	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase
Bacterial_genome_Nanuq_01May2018.CDS.3438	gene	minus	3020626	3023352	Aconitate hydratase (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)
Bacterial_genome_Nanuq_01May2018.CDS.3443	gene	minus	3025060	3025542	CcdC protein
Bacterial_genome_Nanuq_01May2018.CDS.3444	gene	minus	3025631	3025993	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY
Bacterial_genome_Nanuq_01May2018.CDS.3445	gene	minus	3026078	3026782	Cytochrome c-type biogenesis protein CcdA (DsbD analog)
Bacterial_genome_Nanuq_01May2018.CDS.3447	gene	minus	3027234	3027452	alternate gene name: yoxG
Bacterial_genome_Nanuq_01May2018.CDS.3448	gene	minus	3027538	3027984	alternate gene name: yoxF
Bacterial_genome_Nanuq_01May2018.CDS.3449	gene	minus	3028135	3030138	Transketolase (EC 2.2.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.3450	gene	minus	3030305	3030538	FIG01227325: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3451	gene	minus	3030607	3031257	site-specific recombinase, resolvase family
Bacterial_genome_Nanuq_01May2018.CDS.3452	gene	minus	3031273	3031584	ABC transport protein, sugar-binding component yneA
Bacterial_genome_Nanuq_01May2018.CDS.3455	gene	minus	3032703	3033131	Uncharacterized protein yoaW
Bacterial_genome_Nanuq_01May2018.CDS.3457	gene	minus	3033750	3034580	phage-like protein
Bacterial_genome_Nanuq_01May2018.CDS.3458	gene	minus	3034567	3034716	
Bacterial_genome_Nanuq_01May2018.CDS.3459	gene	minus	3034825	3035646	phage-related protein
Bacterial_genome_Nanuq_01May2018.CDS.3460	gene	minus	3035923	3036357	Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)
Bacterial_genome_Nanuq_01May2018.CDS.3464	gene	minus	3039575	3039730	
Bacterial_genome_Nanuq_01May2018.CDS.3468	gene	minus	3041344	3041964	Chitin binding protein
Bacterial_genome_Nanuq_01May2018.CDS.3469	gene	minus	3041972	3042103	
Bacterial_genome_Nanuq_01May2018.CDS.3470	gene	minus	3042179	3043252	putative oxidoreductase protein
Bacterial_genome_Nanuq_01May2018.CDS.3471	gene	minus	3043480	3044112	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3472	gene	minus	3044734	3045276	acetyltransferase, GNAT family
Bacterial_genome_Nanuq_01May2018.CDS.3473	gene	minus	3045549	3046256	GCN5-related N-acetyltransferase
Bacterial_genome_Nanuq_01May2018.CDS.3474	gene	minus	3046757	3047395	
Bacterial_genome_Nanuq_01May2018.CDS.3475	gene	minus	3047428	3047892	
Bacterial_genome_Nanuq_01May2018.CDS.3477	gene	minus	3049756	3049941	
Bacterial_genome_Nanuq_01May2018.CDS.3480	gene	minus	3051841	3053544	Phosphoenolpyruvate synthase (EC 2.7.9.2)
Bacterial_genome_Nanuq_01May2018.CDS.3481	gene	minus	3053628	3054437	Phosphoenolpyruvate synthase (EC 2.7.9.2)
Bacterial_genome_Nanuq_01May2018.CDS.3482	gene	minus	3055030	3056529	Xylulose kinase (EC 2.7.1.17)
Bacterial_genome_Nanuq_01May2018.CDS.3483	gene	minus	3056664	3058001	Xylose isomerase (EC 5.3.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.3485	gene	minus	3059581	3061182	Beta-xylosidase (EC 3.2.1.37)
Bacterial_genome_Nanuq_01May2018.CDS.3486	gene	minus	3061224	3062615	Xyloside transporter XynT
Bacterial_genome_Nanuq_01May2018.CDS.3487	gene	minus	3062605	3062742	
Bacterial_genome_Nanuq_01May2018.CDS.3489	gene	minus	3064469	3065803	Glutamine synthetase type I (EC 6.3.1.2)
Bacterial_genome_Nanuq_01May2018.CDS.3490	gene	minus	3065861	3066265	HTH-type transcriptional regulator glnR
Bacterial_genome_Nanuq_01May2018.CDS.3491	gene	minus	3066375	3067640	Aluminum resistance protein
Bacterial_genome_Nanuq_01May2018.CDS.3492	gene	minus	3067657	3068919	GTP-binding protein HflX
Bacterial_genome_Nanuq_01May2018.CDS.3493	gene	minus	3069049	3070017	Stage V sporulation protein whose disruption leads to the production of immature spores (SpoVK)
Bacterial_genome_Nanuq_01May2018.CDS.3496	gene	minus	3071133	3071249	
Bacterial_genome_Nanuq_01May2018.CDS.3497	gene	minus	3071256	3071753	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3498	gene	minus	3071802	3072383	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)
Bacterial_genome_Nanuq_01May2018.CDS.3499	gene	minus	3072380	3072790	Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)
Bacterial_genome_Nanuq_01May2018.CDS.3500	gene	minus	3072808	3074910	Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)
Bacterial_genome_Nanuq_01May2018.CDS.3501	gene	minus	3074870	3075262	Ribonucleotide reduction protein NrdI
Bacterial_genome_Nanuq_01May2018.CDS.3502	gene	minus	3075521	3075736	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3503	gene	minus	3075819	3076094	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3504	gene	minus	3076191	3076412	RNA-binding protein Hfq
Bacterial_genome_Nanuq_01May2018.CDS.3505	gene	minus	3076452	3077396	tRNA dimethylallyltransferase (EC 2.5.1.75)
Bacterial_genome_Nanuq_01May2018.CDS.3506	gene	minus	3077495	3077899	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3510	gene	minus	3079131	3079583	YMAD protein
Bacterial_genome_Nanuq_01May2018.CDS.3511	gene	minus	3079644	3080351	phage-related protein
Bacterial_genome_Nanuq_01May2018.CDS.3512	gene	minus	3080607	3080816	
Bacterial_genome_Nanuq_01May2018.CDS.3516	gene	minus	3082936	3083652	Protein of unknown function DUF1275
Bacterial_genome_Nanuq_01May2018.CDS.3517	gene	minus	3083751	3084185	nuclease
Bacterial_genome_Nanuq_01May2018.CDS.3519	gene	minus	3085820	3092593	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.3520	gene	minus	3092581	3093276	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.3521	gene	minus	3093290	3094033	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3522	gene	minus	3094030	3094755	
Bacterial_genome_Nanuq_01May2018.CDS.3523	gene	minus	3094752	3109589	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3524	gene	minus	3109579	3117012	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.3525	gene	minus	3116976	3120122	polyketide synthase
Bacterial_genome_Nanuq_01May2018.CDS.3526	gene	minus	3120140	3127903	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3527	gene	minus	3127900	3133563	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3528	gene	minus	3133565	3134038	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3529	gene	minus	3134035	3142047	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3530	gene	minus	3142071	3145145	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3531	gene	minus	3145360	3146658	polyketide synthase of type I
Bacterial_genome_Nanuq_01May2018.CDS.3532	gene	minus	3146853	3148514	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)
Bacterial_genome_Nanuq_01May2018.CDS.3533	gene	minus	3148554	3149303	Enoyl-CoA hydratase (EC 4.2.1.17)
Bacterial_genome_Nanuq_01May2018.CDS.3534	gene	minus	3149313	3149459	Methylglutaconyl-CoA hydratase (EC 4.2.1.18)
Bacterial_genome_Nanuq_01May2018.CDS.3535	gene	minus	3149447	3150085	Methylglutaconyl-CoA hydratase (EC 4.2.1.18)
Bacterial_genome_Nanuq_01May2018.CDS.3536	gene	minus	3150082	3151344	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)
Bacterial_genome_Nanuq_01May2018.CDS.3537	gene	minus	3151396	3151644	Acyl carrier protein
Bacterial_genome_Nanuq_01May2018.CDS.3538	gene	minus	3151710	3152528	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39); Enoyl-[acyl-carrier-protein] reductase [FMN] (EC 1.3.1.9)
Bacterial_genome_Nanuq_01May2018.CDS.3539	gene	minus	3152528	3153904	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.3540	gene	minus	3153950	3154924	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.3541	gene	minus	3155061	3155930	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.3542	gene	minus	3156245	3156937	Metallo-beta-lactamase family protein
Bacterial_genome_Nanuq_01May2018.CDS.3544	gene	minus	3157812	3157955	
Bacterial_genome_Nanuq_01May2018.CDS.3545	gene	minus	3158181	3158474	Phage-associated homing endonuclease
Bacterial_genome_Nanuq_01May2018.CDS.3546	gene	minus	3158849	3159271	
Bacterial_genome_Nanuq_01May2018.CDS.3547	gene	minus	3159463	3160062	
Bacterial_genome_Nanuq_01May2018.CDS.3548	gene	minus	3160673	3162550	DNA mismatch repair protein MutL
Bacterial_genome_Nanuq_01May2018.CDS.3549	gene	minus	3162566	3164005	DNA mismatch repair protein MutS
Bacterial_genome_Nanuq_01May2018.CDS.3550	gene	minus	3164002	3165153	DNA mismatch repair protein MutS
Bacterial_genome_Nanuq_01May2018.CDS.3551	gene	minus	3165269	3165814	Outer spore coat protein E
Bacterial_genome_Nanuq_01May2018.CDS.3552	gene	minus	3166066	3166497	YMCA protein
Bacterial_genome_Nanuq_01May2018.CDS.3553	gene	minus	3166500	3167618	tRNA-i(6)A37 methylthiotransferase
Bacterial_genome_Nanuq_01May2018.CDS.3554	gene	minus	3167615	3167800	tRNA-i(6)A37 methylthiotransferase
Bacterial_genome_Nanuq_01May2018.CDS.3555	gene	minus	3167920	3168027	tRNA-i(6)A37 methylthiotransferase
Bacterial_genome_Nanuq_01May2018.CDS.3556	gene	minus	3168170	3169345	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)
Bacterial_genome_Nanuq_01May2018.CDS.3557	gene	minus	3169361	3170407	L-threonine 3-dehydrogenase (EC 1.1.1.103)
Bacterial_genome_Nanuq_01May2018.CDS.3558	gene	minus	3170666	3170926	Stage V sporulation protein required for dehydratation of the spore core and assembly of the coat (SpoVS)
Bacterial_genome_Nanuq_01May2018.CDS.3559	gene	minus	3171124	3171918	FIG006542: Phosphoesterase
Bacterial_genome_Nanuq_01May2018.CDS.3560	gene	minus	3171979	3173208	FIG002344: Hydrolase (HAD superfamily)
Bacterial_genome_Nanuq_01May2018.CDS.3561	gene	minus	3173184	3173537	FIG002344: Hydrolase (HAD superfamily)
Bacterial_genome_Nanuq_01May2018.CDS.3562	gene	minus	3173830	3175011	Penicillin-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.3564	gene	minus	3175179	3176222	RecA protein
Bacterial_genome_Nanuq_01May2018.CDS.3565	gene	minus	3176392	3177525	Molybdopterin binding motif, CinA N-terminal domain / C-terminal domain of CinA type S
Bacterial_genome_Nanuq_01May2018.CDS.3566	gene	minus	3177659	3178240	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)
Bacterial_genome_Nanuq_01May2018.CDS.3567	gene	minus	3178315	3179205	Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system
Bacterial_genome_Nanuq_01May2018.CDS.3568	gene	minus	3179224	3180015	ACT domain protein
Bacterial_genome_Nanuq_01May2018.CDS.3569	gene	minus	3180143	3180400	YMFJ protein
Bacterial_genome_Nanuq_01May2018.CDS.3570	gene	minus	3180476	3181204	3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter
Bacterial_genome_Nanuq_01May2018.CDS.3571	gene	minus	3181263	3182549	FIG009210: peptidase, M16 family
Bacterial_genome_Nanuq_01May2018.CDS.3572	gene	minus	3182546	3183826	FIG001621: Zinc protease
Bacterial_genome_Nanuq_01May2018.CDS.3573	gene	minus	3183978	3187097	Membrane protein, MmpL family
Bacterial_genome_Nanuq_01May2018.CDS.3574	gene	minus	3187126	3187458	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.3575	gene	minus	3187455	3187550	Transcriptional regulator, MarR family
Bacterial_genome_Nanuq_01May2018.CDS.3576	gene	minus	3187656	3187829	Siderophore transport protein
Bacterial_genome_Nanuq_01May2018.CDS.3577	gene	minus	3187834	3188979	Siderophore transport protein
Bacterial_genome_Nanuq_01May2018.CDS.3578	gene	minus	3188994	3189719	Transcriptional regulator in cluster with Zn-dependent hydrolase
Bacterial_genome_Nanuq_01May2018.CDS.3579	gene	minus	3189749	3189862	
Bacterial_genome_Nanuq_01May2018.CDS.3580	gene	minus	3189843	3191714	DNA translocase FtsK
Bacterial_genome_Nanuq_01May2018.CDS.3581	gene	minus	3191699	3192202	DNA translocase FtsK
Bacterial_genome_Nanuq_01May2018.CDS.3582	gene	minus	3192337	3192546	FIG01225515: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3583	gene	minus	3192543	3193280	Translocation-enhancing protein TepA
Bacterial_genome_Nanuq_01May2018.CDS.3584	gene	minus	3193395	3195095	Ribonuclease J2 (endoribonuclease in RNA processing)
Bacterial_genome_Nanuq_01May2018.CDS.3585	gene	minus	3195241	3196110	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
Bacterial_genome_Nanuq_01May2018.CDS.3586	gene	minus	3196141	3197355	Aspartokinase (EC 2.7.2.4)
Bacterial_genome_Nanuq_01May2018.CDS.3587	gene	minus	3197444	3198484	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
Bacterial_genome_Nanuq_01May2018.CDS.3588	gene	minus	3198619	3199209	Dipicolinate synthase subunit B
Bacterial_genome_Nanuq_01May2018.CDS.3589	gene	minus	3199212	3200102	Dipicolinate synthase subunit A (EC 4.2.1.52)
